Category,Sub Cat 1,Sub Cat 2,Product Code,Product Title,Sub Title,Product Price Description,Temperature Range,Refrigerant,Refrigerant Charge,Defrost,Shelves,Baskets,Int Finish,Ext Finish,Power,kWh/24hr,Watts,Noise Level dB,Max Ambient,Reversible Door,Climate Class,Capacity Ltr,Capacity Cuft,Ext H,Ext W,Ext D,Weight KG,Int H,Int W,Int D,Pack H,Pack W,Pack D,Packed Weight KG,Features,Thumbnail,Image,Image Caption,Packed Image,Packed Image Caption,Diagram,Diagram Caption,PDF Page No,Order,Catalogue Supplier Name,Next Day Delivery,Delivery Group,Special Installation,Site Survey,New,Sales Description,Fresh Fish,Fresh Meat,Price,Nett,Resale,Manufacturer,TaxID,Differences,Width Feature,Depth Feature,Height Feature
Ice Cream Display,Ventilated Scooping,,FIJI 6,Fiji Range,Ventilated Scoop Ice Cream Display,White,0.777777778,R404a,,Hot Gas,,,White,White,13 Amp,0,900,,30C at 55% RH,,4,6 x 5ltr Napoli Pans,,1247,1214,630,99,,,,1190,1328,703,109,*Fully automatic*Ventilated (fan assisted) cooling*Castors*Interior light with switch*Digital controller and temperature display*Lift up rear door*Accepts Napoli pans (not supplied)*Optional scoop wash (Needs Water & Waste Connection) - POA,,fiji6-stocked-14.jpg;fiji6-14.jpg;fiji6-rear-14.jpg,Fiji 6 Stocked;Fiji 6;Rear,,,,,,,ISA,,GROUP 2,No,No,,,,,1861,1284.09,1405.4272,2,1,,1214mm,630mm,1247mm
Ice Cream Display,Ventilated Scooping,,FIJI 7,Fiji Range,Ventilated Scoop Ice Cream Display,White,0.777777778,R404a,,Hot Gas,,,White,White,13 Amp,0,900,,30C at 55% RH,,4,7 x 5ltr Napoli Pans,,1247,1354,630,110,,,,1190,1458,703,125,*Fully automatic*Ventilated (fan assisted) cooling*Castors*Interior light with switch*Digital controller and temperature display*Lift up rear door*Accepts Napoli pans (not supplied)*Optional scoop wash (Needs Water & Waste Connection) - POA,,,,,,,,,,ISA,,GROUP 2,No,No,,,,,1982,1367.58,1496.8064,2,1,,1354mm,630mm,1247mm
Ice Cream Display,Ventilated Scooping,,FIJI 9,Fiji Range,Ventilated Scoop Ice Cream Display,White,0.777777778,R404a,,Hot Gas,,,White,White,13 Amp,0,980,,30C at 55% RH,,4,9 x 5ltr Napoli Pans,,1247,1659,630,135,,,,1190,1773,703,150,*Fully automatic*Ventilated (fan assisted) cooling*Castors*Interior light with switch*Digital controller and temperature display*Lift up rear door*Accepts Napoli pans (not supplied)*Optional scoop wash (Needs Water & Waste Connection) - POA,,fiji9-stocked-13.jpg,Fiji 9 Stocked,,,,,,Y,ISA,,GROUP 2,No,No,,,,,2490,1718.1,1880.448,2,1,,1659mm,630mm,1247mm
Ice Cream Display,Ventilated Scooping,,FIJI 12,Fiji Range,Ventilated Scoop Ice Cream Display,White,0.777777778,R404a,,Hot Gas,,,White,White,16 Amp,0,1800,,30C at 55% RH,,4,12 x 5ltr Napoli Pans,,1247,2119,630,172,,,,1190,2233,703,192,*Fully automatic*Ventilated (fan assisted) cooling*Castors*Interior light with switch*Digital controller and temperature display*Lift up rear door*Accepts Napoli pans (not supplied)*Optional scoop wash (Needs Water & Waste Connection) - POA,,,,,,,,,Y,ISA,,GROUP 3,No,No,,,,,2942,2029.98,2221.7984,2,1,Y,2119mm,630mm,1247mm
Ice Cream Display,Ventilated Scooping,,FIJI 120,Fiji Range,Ventilated Scoop Ice Cream Display,White,0.777777778,R404a,,Hot Gas,,,White,White,13 Amp,0,950,,30C at 55% RH,,4,9 x 5ltr Napoli Pans,,1247,1214,785,110,,,,1190,1328,858,120,*Fully automatic*Ventilated (fan assisted) cooling*Castors*Interior light with switch*Digital controller and temperature display*Lift up rear door*Accepts Napoli pans (not supplied)*Optional scoop wash (Needs Water & Waste Connection) - POA,,,,,,fiji120-dia-14.jpg,Fiji 120-140 Diagram,,Y,ISA,,GROUP 2,No,No,,,,,2696,1860.24,2036.0192,2,1,,1214mm,785mm,1247mm
Ice Cream Display,Ventilated Scooping,,FIJI 140,Fiji Range,Ventilated Scoop Ice Cream Display,White,0.777777778,R404a,,Hot Gas,,,White,White,13 Amp,0,1000,,30C at 55% RH,,4,10 x 5ltr Napoli Pans,,1247,1354,785,135,,,,1190,1458,858,150,*Fully automatic*Ventilated (fan assisted) cooling*Castors*Interior light with switch*Digital controller and temperature display*Lift up rear door*Accepts Napoli pans (not supplied)*Optional scoop wash (Needs Water & Waste Connection) - POA,,,,,,,,,Y,ISA,,GROUP 2,No,No,,,,,2845,1963.05,2148.544,2,1,,1354mm,785mm,1247mm
Ice Cream Display,Ventilated Scooping,,SAMOA 4,Samoa Range,Ventilated Scoop Ice Cream Display,Cream/Blue,0.777777778,R404a,,Hot Gas,,,White,Cream/Blue,13 Amp,0,555,,30C at 55% RH,,4,4 x 5ltr Napoli Pans,,1247,824,630,77,,,,,,,0,*Fully automatic*Ventilated (fan assisted) cooling*Castors*Interior light with switch*Digital controller and temperature display*Lift up rear door*Accepts Napoli pans (not supplied)*Optional scoop wash (Needs Water & Waste Connection) - POA,,,,,,samoa-dia-12.jpg;samoa-pan-layout-12.jpg,Samoa Diagram;Pan Layout,115a.pdf,,ISA,,GROUP 2,No,No,,"With its curved canopy, and curved corners the Samoa makes for a very stylish ice cream scooping display. Ventilated cooling means the ice cream is displayed at the top of the display not hidden down inside as with many other cabinets. This allows customer to view the ice cream more easily and make for a more attractive display. Suitable for ice cream of gelato. Available in 7 sizes to suit a demanding ice cream parlour or busy cafe.",,,1895,1307.55,1431.104,2,1,,824mm,630mm,1247mm
Ice Cream Display,Ventilated Scooping,,SAMOA 6,Samoa Range,Ventilated Scoop Ice Cream Display,Cream/Blue,0.777777778,R404a,,Hot Gas,,,White,Cream/Blue,13 Amp,0,900,,30C at 55% RH,,4,6 x 5ltr Napoli Pans,,1247,1214,630,109,,,,,,,0,*Fully automatic*Ventilated (fan assisted) cooling*Castors*Interior light with switch*Digital controller and temperature display*Lift up rear door*Accepts Napoli pans (not supplied)*Optional scoop wash (Needs Water & Waste Connection) - POA,,samoa6-stocked-13.jpg;samoa6-13.jpg;samoa6-rear-13.jpg,Samoa 6 Stocked;Samoa 6;Rear,samoa6-pkd-12.jpg,Samoa 6 Packed,,,,,ISA,,GROUP 2,No,No,,,,,2143,1478.67,1618.3936,2,1,,1214mm,630mm,1247mm
Ice Cream Display,Ventilated Scooping,,SAMOA 7,Samoa Range,Ventilated Scoop Ice Cream Display,Cream/Blue,0.777777778,R404a,450,Hot Gas,,,White,Cream/Blue,13 Amp,12,900,,30C at 55% RH,,4,7 x 5ltr Napoli Pans,,1247,1354,630,125,,,,,,,0,*Fully automatic*Ventilated (fan assisted) cooling*Castors*Interior light with switch*Digital controller and temperature display*Lift up rear door*Accepts Napoli pans (not supplied)*Optional scoop wash (Needs Water & Waste Connection) - POA,,,,,,,,,,ISA,,GROUP 2,No,No,,,,,2279,1572.51,1721.1008,2,1,,1354mm,630mm,1247mm
Ice Cream Display,Ventilated Scooping,,SAMOA 9,Samoa Range,Ventilated Scoop Ice Cream Display,Cream/Blue,0.777777778,R404a,,Hot Gas,,,White,Cream/Blue,13 Amp,0,980,,30C at 55% RH,,4,9 x 5ltr Napoli Pans,,1247,1659,630,150,,,,,,,0,*Fully automatic*Ventilated (fan assisted) cooling*Castors*Interior light with switch*Digital controller and temperature display*Lift up rear door*Accepts Napoli pans (not supplied)*Optional scoop wash (Needs Water & Waste Connection) - POA,,,,,,,,,Y,ISA,,GROUP 2,No,No,,,,,3072,2119.68,2319.9744,2,1,,1659mm,630mm,1247mm
Ice Cream Display,Ventilated Scooping,,SAMOA 12,Samoa Range,Ventilated Scoop Ice Cream Display,Cream/Blue,0.777777778,R404a,,Hot Gas,,,White,Cream/Blue,16 Amp,0,1800,,30C at 55% RH,,4,12 x 5ltr Napoli Pans,,1247,2119,630,192,,,,,,,0,*Fully automatic*Ventilated (fan assisted) cooling*Castors*Interior light with switch*Digital controller and temperature display*Lift up rear door*Accepts Napoli pans (not supplied)*Optional scoop wash (Needs Water & Waste Connection) - POA,,,,,,,,,Y,ISA,,GROUP 3,No,No,,,,,3712,2561.28,2803.3024,2,1,,2119mm,630mm,1247mm
Ice Cream Display,Ventilated Scooping,,SAMOA 120,Samoa Range,Ventilated Scoop Ice Cream Display,Cream/Blue,0.777777778,R404a,,Hot Gas,,,White,Cream/Blue,13 Amp,0,950,,30C at 55% RH,,4,9 x 5ltr Napoli Pans,,1247,1214,785,120,,,,,,,0,*Fully automatic*Ventilated (fan assisted) cooling*Castors*Interior light with switch*Digital controller and temperature display*Lift up rear door*Accepts Napoli pans (not supplied)*Optional scoop wash (Needs Water & Waste Connection) - POA,,samoa120-12.jpg,Samoa 120,,,,,,Y,ISA,,GROUP 2,No,No,,,,,3139,2165.91,2370.5728,2,1,,1214mm,785mm,1247mm
Ice Cream Display,Ventilated Scooping,,SAMOA 140,Samoa Range,Ventilated Scoop Ice Cream Display,Cream/Blue,0.777777778,R404a,,Hot Gas,,,White,Cream/Blue,13 Amp,0,1000,,30C at 55% RH,,4,10 x 5ltr Napoli Pans,,1247,1354,785,150,,,,,,,0,*Fully automatic*Ventilated (fan assisted) cooling*Castors*Interior light with switch*Digital controller and temperature display*Lift up rear door*Accepts Napoli pans (not supplied)*Optional scoop wash (Needs Water & Waste Connection) - POA,,,,,,,,,Y,ISA,,GROUP 2,No,No,,,,,3361,2319.09,2538.2272,2,1,,1354mm,785mm,1247mm
Ice Cream Display,Ventilated Scooping,,BERMUDA RV10,Bermuda Range,Ventilated Scoop Ice Cream Display,Grey,0.7,R290,95/35,Hot Gas,,,Stainless Steel,Grey,13 Amp,24.7,770,54,30C at 55% RH,,4,10 x 5ltr Napoli Pans,,1340,1340,800,180,,,,1420,1440,870,213,*Fully automatic*Ventilated (fan assisted) cooling*Castors*Interior light with switch*Digital controller and temperature display*Rear night curtain*Accepts Napoli pans (not supplied) *Anti mist glass*Alternative front panel options - POA*Optional scoop wash (Needs Water & Waste Connection) ? POA,,,,,,,,116.pdf,,ISA,,GROUP 2,No,No,Y,,,,3512,2423.28,2652.2624,2,1,,1340mm,800mm,1340mm
Ice Cream Display,Ventilated Scooping,,BERMUDA RV13,Bermuda Range,Ventilated Scoop Ice Cream Display,Grey,0.7,R290,105/90,Hot Gas,,,Stainless Steel,Grey,13 Amp,29.3,1340,56,30C at 55% RH,,4,13 x 5ltr Napoli Pans,,1340,1670,800,200,,,,1420,1770,870,228,*Fully automatic*Ventilated (fan assisted) cooling*Castors*Interior light with switch*Digital controller and temperature display*Rear night curtain*Accepts Napoli pans (not supplied) *Anti mist glass*Alternative front panel options - POA*Optional scoop wash (Needs Water & Waste Connection) ? POA,,bermuda13-stocked-15.jpg;bermuda13-15.jpg;bermuda-understorage-15.jpg,BERMUDA RV13 Stocked;BERMUDA RV13;Understorage,,,,,,,ISA,,GROUP 2,No,No,Y,,,,3992,2754.48,3014.7584,2,1,,1670mm,800mm,1340mm
Ice Cream Display,Ventilated Scooping,,MILLENNIUM SP12,Millennium Range,Ventilated Scoop Ice Cream Display,Grey,0.7,R404a,2000,Reverse Cycle,,,Stainless Steel,Grey,32 Amp Single Phase Commando Socket,22,1650,58,30C at 55% RH,,4,12 x 5ltr Napoli Pans,,1392,1148,1062,235,,,,1614,1248,1153,250,*Fully automatic*Ventilated (fan assisted) cooling*Adjustable feet*Interior light with switch*Digital controller and temperature display*Rear curtain*Accepts Napoli pans (not supplied) *Hydraulic lift up curved glass*Flat glass version available*Anti mist glass*Alternative front panel options ? POA*Optional scoop wash (Needs Water & Waste Connection) ? POA*Optional castors ? POA,millennium-range-14.jpg,millennium-run-15.jpg,Millennium run showing till counter pastry model and alternative front panel POA,,,millennium-dia-12.jpg;millennium-pan-layout-12.jpg,Millennium Diagram;Pan Layout,117.pdf,,ISA,,GROUP 2,No,No,,"The Millennium range of stylish ice cream scooping displays from ISA is a premium cabinet for the professional ice cream retailer. The unit comes in 12, 16, 18, 20 and 24 napoli pan sizes. The large curved glass canopy creates a stunning display of all the best flavours and the ventilated cooling allows the ice cream to be displayed prominently and keeps the ice cream or gelato at the perfect serving temperature. This is an ice cream display for those who want the best. There is also a matching patisserie model to complement the ice cream range.",,,6655,4591.95,5025.856,2,1,,1148mm,1062mm,1392mm
Ice Cream Display,Ventilated Scooping,,MILLENNIUM SP16,Millennium Range,Ventilated Scoop Ice Cream Display,Grey,0.7,R404a,2500,Reverse Cycle,,,Stainless Steel,Grey,32 Amp Single Phase Commando Socket,25.2,1950,59,30C at 55% RH,,4,16 x 5ltr Napoli Pans,,1392,1508,1062,303,,,,1614,1608,1153,330,*Fully automatic*Ventilated (fan assisted) cooling*Adjustable feet*Interior light with switch*Digital controller and temperature display*Rear curtain*Accepts Napoli pans (not supplied) *Hydraulic lift up curved glass*Flat glass version available*Anti mist glass*Alternative front panel options ? POA*Optional scoop wash (Needs Water & Waste Connection) ? POA*Optional castors ? POA,,millennium16-stocked-13.jpg;millennium16-13.jpg;millennium16-open-14.jpg;millennium16-rear-14.jpg,Millennium SP16 Stocked;Millennium SP16;Hinged Front Glass;Rear,,,,,,,ISA,,GROUP 3,No,No,,,,,7294,5032.86,5508.4288,2,1,,1508mm,1062mm,1392mm
Ice Cream Display,Ventilated Scooping,,MILLENNIUM SP18,Millennium Range,Ventilated Scoop Ice Cream Display,Grey,0.7,R404a,2990,Reverse Cycle,,,Stainless Steel,Grey,32 Amp Single Phase Commando Socket,28,2000,59,30C at 55% RH,,4,18 x 5ltr Napoli Pans,,1392,1678,1062,330,,,,1614,1778,1153,350,*Fully automatic*Ventilated (fan assisted) cooling*Adjustable feet*Interior light with switch*Digital controller and temperature display*Rear curtain*Accepts Napoli pans (not supplied) *Hydraulic lift up curved glass*Flat glass version available*Anti mist glass*Alternative front panel options ? POA*Optional scoop wash (Needs Water & Waste Connection) ? POA*Optional castors ? POA,,,,,,,,,,ISA,,GROUP 3,No,No,,,,,7924,5467.56,5984.2048,2,1,,1678mm,1062mm,1392mm
Ice Cream Display,Ventilated Scooping,,MILLENNIUM SP20,Millennium Range,Ventilated Scoop Ice Cream Display,Grey,0.7,R404a,2990,Reverse Cycle,,,Stainless Steel,Grey,32 Amp Single Phase Commando Socket,30.9,2400,60,30C at 55% RH,,4,20 x 5ltr Napoli Pans,,1392,1848,1062,348,,,,1614,1948,1153,363,*Fully automatic*Ventilated (fan assisted) cooling*Adjustable feet*Interior light with switch*Digital controller and temperature display*Rear curtain*Accepts Napoli pans (not supplied) *Hydraulic lift up curved glass*Flat glass version available*Anti mist glass*Alternative front panel options ? POA*Optional scoop wash (Needs Water & Waste Connection) ? POA*Optional castors ? POA,,millennium20-stocked-12.jpg,Millennium SP20 Stocked,,,,,,,ISA,,GROUP 3,No,No,,,,,8782,6059.58,6632.1664,2,1,,1848mm,1062mm,1392mm
Ice Cream Display,Ventilated Scooping,,MILLENNIUM SP24,Millennium Range,Ventilated Scoop Ice Cream Display,Grey,0.7,R404a,2990,Reverse Cycle,,,Stainless Steel,Grey,32 Amp Single Phase Commando Socket,34,3140,60,30C at 55% RH,,4,24 x 5ltr Napoli Pans,,1392,2188,1062,412,,,,1614,2288,1153,437,*Fully automatic*Ventilated (fan assisted) cooling*Adjustable feet*Interior light with switch*Digital controller and temperature display*Rear curtain*Accepts Napoli pans (not supplied) *Hydraulic lift up curved glass*Flat glass version available*Anti mist glass*Alternative front panel options ? POA*Optional scoop wash (Needs Water & Waste Connection) ? POA*Optional castors ? POA,,,,,,,,,Y,ISA,,GROUP 4,No,No,,,,,9512,6563.28,7183.4624,2,1,,2188mm,1062mm,1392mm
Ice Cream Display,Ventilated Scooping,,MILLENNIUM SP12+12,Millennium Range,Ventilated Scoop Ice Cream Display,Grey (Dual Temp),0.7,R404a,2990,Reverse Cycle,,,Stainless Steel,Grey,32 Amp Single Phase Commando Socket,34,2850,60,30C at 55% RH,,4,2 rows 12 x 5ltr Napoli Pans,,1392,2188,1062,470,,,,1614,2288,1153,490,*Fully automatic*Ventilated (fan assisted) cooling*Adjustable feet*Interior light with switch*Digital controller and temperature display*Rear curtain*Accepts Napoli pans (not supplied) *Hydraulic lift up curved glass*Flat glass version available*Anti mist glass*Alternative front panel options ? POA*Optional scoop wash (Needs Water & Waste Connection) ? POA*Optional castors ? POA,,,,,,,,,Y,ISA,,GROUP 4,No,No,,,,,12640,8721.6,9545.728,2,1,,2188mm,1062mm,1392mm
Ice Cream Display,Ventilated Scooping,,KALEIDO 120,Kaleido Range,Ventilated Scoop Ice Cream Display,Black/Red,0.875,R404a,,Reverse Cycle,,,Black/Red,Black/Red,13 Amp,0,,,30C at 55% RH,,4,12 x 5ltr Napoli Pans,,1362,1182,1198,346,,,,1722,1316,1283,0,*Fully automatic*Ventilated (fan assisted) cooling*Adjustable feet*LED interior light with switch*Digital controller and temperature display*Rear night curtain*Accepts Napoli pans (not supplied) *Hydraulic double glazed lift up front glass*Anti mist glass*Alternative front panel options - POA*Optional scoop wash (Needs Water & Waste Connection) - POA,,,,,,,,,Y,ISA,,GROUP 2,No,No,,"A very stylised unit that will look great in a contemporary ice cream parlour or cafe. The angular design of the ISA Kaleido creates stunning display for ice cream or gelato. There is great attention to detail with LED internal lighting to create a fantastic display, double glazed glass for efficiency and coupled with ventilated (fan assisted cooling) helps keep you ice cream or gelato looking great and at the perfect serve temperature. Matching till counters and patisserie displays are also available.",,,11589,7996.41,8752.0128,2,1,,1182mm,1198mm,1362mm
Ice Cream Display,Ventilated Scooping,,KALEIDO 170,Kaleido Range,Ventilated Scoop Ice Cream Display,Black/Red,0.875,R404a,,Reverse Cycle,,,Black/Red,Black/Red,3 Phase Supply,0,,,30C at 55% RH,,4,18 x 5ltr Napoli Pans,,1362,1677,1198,434,,,,1722,1811,1283,0,*Fully automatic*Ventilated (fan assisted) cooling*Adjustable feet*LED interior light with switch*Digital controller and temperature display*Rear night curtain*Accepts Napoli pans (not supplied) *Hydraulic double glazed lift up front glass*Anti mist glass*Alternative front panel options - POA*Optional scoop wash (Needs Water & Waste Connection) - POA,,,,,,,,,Y,ISA,,GROUP 3,No,No,,,,,13978,9644.82,10556.1856,2,1,,1677mm,1198mm,1362mm
Ice Cream Display,Ventilated Scooping,,KALEIDO 120+50,Kaleido Range,Ventilated Scoop Ice Cream Display,Black/Red,0.875,R404a,,Reverse Cycle,,,Black/Red,Black/Red,3 Phase Supply,0,,,30C at 55% RH,,4,6+12 x 5ltr Napoli Pans,,1362,1677,1198,535,,,,1722,1811,1283,0,*Fully automatic*Ventilated (fan assisted) cooling*Adjustable feet*LED interior light with switch*Digital controller and temperature display*Rear night curtain*Accepts Napoli pans (not supplied) *Hydraulic double glazed lift up front glass*Anti mist glass*Alternative front panel options - POA*Optional scoop wash (Needs Water & Waste Connection) - POA,,,,,,,,,Y,ISA,,GROUP 3,No,No,,,,,15973,11021.37,12062.8096,2,1,,1677mm,1198mm,1362mm
Ice Cream Display,Ventilated Scooping,,KALEIDO 220,Kaleido Range,Ventilated Scoop Ice Cream Display,Black/Red,0.875,R404a,,Reverse Cycle,,,Black/Red,Black/Red,3 Phase Supply,0,,,30C at 55% RH,,4,24 x 5ltr Napoli Pans,,1362,2172,1198,425,,,,1722,2306,1283,0,*Fully automatic*Ventilated (fan assisted) cooling*Adjustable feet*LED interior light with switch*Digital controller and temperature display*Rear night curtain*Accepts Napoli pans (not supplied) *Hydraulic double glazed lift up front glass*Anti mist glass*Alternative front panel options - POA*Optional scoop wash (Needs Water & Waste Connection) - POA,,kaleido220-stocked-13.jpg;kaleido220+till-13.jpg,Kaleido 220 Stocked;Kaleido 220 + Optional Till Counter,,,,,,Y,ISA,,GROUP 3,No,No,,,,,15015,10360.35,11339.328,2,1,,2172mm,1198mm,1362mm
Ice Cream Display,Ventilated Scooping,,KALEIDO 170+50,Kaleido Range,Ventilated Scoop Ice Cream Display,Black/Red,0.875,R404a,,Reverse Cycle,,,Black/Red,Black/Red,3 Phase Supply,0,,,30C at 55% RH,,4,6+18 x 5ltr Napoli Pans,,1362,2172,1198,535,,,,1722,2306,1283,0,*Fully automatic*Ventilated (fan assisted) cooling*Adjustable feet*LED interior light with switch*Digital controller and temperature display*Rear night curtain*Accepts Napoli pans (not supplied) *Hydraulic double glazed lift up front glass*Anti mist glass*Alternative front panel options - POA*Optional scoop wash (Needs Water & Waste Connection) - POA,,,,,,,,,Y,ISA,,GROUP 3,No,No,,,,,17105,11802.45,12917.696,2,1,,2172mm,1198mm,1362mm
Chilled Storage,Undercounter Solid Door Chillers,Minibars,TM32,TM Range,Minibars,Black Solid Door,0.416666667,NH?,70,Off Cycle,1,,Grey,Black/Graphite,13 Amp,0.75,60,0,25C at 60% RH,Yes,3,31ltr,1.09,500,402,406,13.5,400,316,215,530,450,460,17,"*Silent running refrigeration system*Suitable for hotel bedrooms, meeting rooms and boardrooms*LED interior light (only turns on with door open)*Lock*Adjustable shelves*Adjustable feet*Can be Integrated into cabinet with optional fixing kit (POA) ventilation holes must be fitted*Suitable for standard UK electrical supply (50Hz) and also 60Hz (Some ships)",tm-range-15.jpg,tm32-open-stocked-15.jpg;tm32-open2-15.jpg;tm32-open1-15.jpg;tm32-15.jpg;tm-shelf-15.jpg;tm-lock-15.jpg;tm-stat-15.jpg,TM32 Open Stocked;TM32 Open;TM32 Open1;TM32;Shelf;Lock;Thermostat,,,tm32-dia-15.jpg,TM32 Diagram,118.pdf,,Tefcold,Y,GROUP 1,No,No,Y,The TM range of minibars are very popular for hotel rooms and boardrooms. With a silent running refrigeration system they won't keep you awake at night (or during a board meeting) units come with internal LED lighting that comes on when the door is opened. Please note these are not suitable for shops or other areas where there is high usage.,,,235,162.15,177.472,2,1,Y,402mm,406mm,500mm
Chilled Storage,Undercounter Solid Door Chillers,Minibars,TM42,TM Range,Minibars,Black Solid Door,0.416666667,NH?,72,Off Cycle,2,,Grey,Black/Graphite,13 Amp,0.8,60,0,25C at 60% RH,Yes,3,41ltr,1.45,560,402,450,14.5,459,316,245,600,450,480,18.5,"*Silent running refrigeration system*Suitable for hotel bedrooms, meeting rooms and boardrooms*LED interior light (only turns on with door open)*Lock*Adjustable shelves*Adjustable feet*Can be Integrated into cabinet with optional fixing kit (POA) ventilation holes must be fitted*Suitable for standard UK electrical supply (50Hz) and also 60Hz (Some ships)",,tm42-15.jpg,TM42,,,tm42-dia-15.jpg,TM42 Diagrams,,,Tefcold,Y,GROUP 1,No,No,Y,,,,252,173.88,190.3104,2,1,Y,402mm,450mm,560mm
Chilled Storage,Undercounter Solid Door Chillers,Minibars,TM52,TM Range,Minibars,Black Solid Door,0.416666667,NH?,80,Off Cycle,2,,Grey,Black/Graphite,13 Amp,0.91,60,0,25C at 60% RH,Yes,3,51ltr,1.8,670,402,450,16,569,316,245,710,450,480,21,"*Silent running refrigeration system*Suitable for hotel bedrooms, meeting rooms and boardrooms*LED interior light (only turns on with door open)*Lock*Adjustable shelves*Adjustable feet*Can be Integrated into cabinet with optional fixing kit (POA) ventilation holes must be fitted*Suitable for standard UK electrical supply (50Hz) and also 60Hz (Some ships)",,tm52-15.jpg,TM52,,,tm52-dia-15.jpg,TM52 Diagram,,,Tefcold,Y,GROUP 1,No,No,Y,,,,258,178.02,194.8416,2,1,Y,402mm,450mm,670mm
Chilled Storage,Undercounter Solid Door Chillers,,ARR140,ARR140 Range,Undercounter Refrigerator,White,0.2,R134a,70,Off Cycle,3,,White,White,13 Amp,1.17,90,44,18C to 38C,No,ST,120,4.24,870,540,600,30,740,480,420,910,570,650,31,*Static cooling*Adjustable shelves*Adjustable feet*Temperature display*Light commercial use only,arr140-range-14.jpg,arr140-open-13.jpg;arr140-13.jpg,ARR140 Open;ARR140,,,,,118a.pdf,,Interlevin,Y,GROUP 2,,,,,,,368,253.92,277.9136,2,1,,540mm,600mm,870mm
Chilled Storage,Undercounter Solid Door Chillers,,ARR140S,ARR140 Range,Undercounter Refrigerator,Stainless Steel,0.2,R134a,70,Off Cycle,3,,White,Stainless Steel,13 Amp,1.17,90,44,18C to 38C,No,ST,120,4.24,870,540,600,30,740,480,420,910,570,650,31,*Static cooling*Adjustable shelves*Adjustable feet*Temperature display*Light commercial use only,,arr140s-13.jpg,ARR140S,,,,,,,Interlevin,Y,GROUP 2,,,,,,,395,272.55,298.304,2,1,,540mm,600mm,870mm
Chilled Storage,Undercounter Solid Door Chillers,,UR200,UR200 Range,Undercounter Refrigerator,White,0.1,R134a,75,Automatic,3,,White,White,13 Amp,1.33,130,40,25C at 60% RH,Yes,3,153ltr,5.4,850,600,600,47,620,510,485,910,690,650,52,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet with rollers to rear*Digital controller and temperature display*Replaceable door gasket,ur200-range-14.jpg,ur200-open-stocked-10.jpg;ur200-open-10.jpg;ur200-10.jpg,UR200 Stocked;UR200 Open;UR200,ur200-pkd-11.jpg,UR200 Packed,,,119.pdf,,Tefcold,Y,GROUP 1,No,No,,,,,444,306.36,335.3088,2,1,,600mm,600mm,850mm
Chilled Storage,Undercounter Solid Door Chillers,,UR200S,UR200 Range,Undercounter Refrigerator,Stainless Steel,0.1,R134a,75,Automatic,3,,White,Stainless Steel,13 Amp,1.1,130,40,25C at 60% RH,Yes,3,153ltr,5.4,850,600,600,47,620,510,485,910,690,650,52,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet with rollers to rear*Digital controller and temperature display*Replaceable door gasket,,ur200s-open-stocked-10.jpg;ur200s-open-10.jpg;ur200s-10.jpg,UR200S Stocked;UR200S Open;UR200S,,,,,,,Tefcold,Y,GROUP 1,No,No,,,,,494,340.86,373.0688,2,1,,600mm,600mm,850mm
Chilled Storage,Undercounter Solid Door Chillers,,G19C,Global 19C,Undercounter Refrigerator,White,0.125,R134a,60,Off Cycle,2,,White Plastic,White or Stainless Steel,13 Amp,4.37,202,54,30C at 55% RH,No,4,149ltr,5.3,837,595,664,50,661,520,502,,,,0,*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet with rollers to rear*Interior light with switch,,g19c-12.jpg,G19C,g19c-pkd-12.jpg,G19C Packed,,,,,Derby,Y,GROUP 1,No,No,,,,,528,364.32,398.7456,2,1,,595mm,664mm,837mm
Chilled Storage,Fish Cabinets,,X3,X3,Fish Cabinet,Stainless Steel,#DIV/0!,R404a,245,Timed Off Cycle,5 trays,,Stainless Steel,Stainless Steel,13 Amp,2.02,303,55,30C at 55% RH,,4,311ltr,11,1890,600,600,104,1340,500,465,,,,106,*Fully automatic*Low speed fan for even cooling*Adjustable feet*Digital controller and temperature display*Drain for cleaning*Replaceable door gasket*Self closing door*5 Removable drawers with stainless steel perforated risers*Holds approximatley 10-12 stone of fresh fish*Must be used in conjunction with crushed ice,,x3-open-07.jpg;x3-06.jpg,X3 Open;X3,x3-pkd-11.jpg,X3 Packed,x3-dia-14.jpg,X3 Diagram,122.pdf,,Mercatus,Y,GROUP 2,No,No,,,Y,,1399,965.31,1056.5248,2,1,,600mm,600mm,1890mm
