ProductCode,Title,Short Description,Long Description,Purpose,Temperature,Height,Width,Depth,Capacity,note1,note2,note3,note4,note5,note6,note7,note8,note9,note10,note11,note12,2016 List Price,2016 Nett Price,(Model Code),,,Final Nett,Width Feature,Depth Feature,Height Feature
PC140/6,All new Foster Pan Chiller. Holds 6 1/3GN Pans.,PC150/7 Pan Chiller,The all new Foster Refrigerator pan chiller range is now available. Featuring removable hinged cover and a varying range of pan configurations.,Preparation,Refrigerator +1/+4 C,1060,1140,850,270,,,,,,,,,,,,,1672,836,16/104,16104.jpg,All new Foster Pan Chiller. Holds 6 1/3GN Pans.,810.92,1140mm,850mm,1060mm
PC150/7,All new Foster Pan Chiller. Holds 7 1/3GN Pans.,PC189/9 Pan Chiller,The all new Foster Refrigerator pan chiller range is now available. Featuring removable hinged cover and a varying range of pan configurations.,Preparation,Refrigerator +1/+4 C,1060,1140,850,270,,,,,,,,,,,,,1822,911,16/105,16105.jpg,All new Foster Pan Chiller. Holds 7 1/3GN Pans.,883.67,1140mm,850mm,1060mm
PC189/9,All new Foster Pan Chiller. Holds 9 1/3GN Pans.,PC140/6 Pan Chiller,The all new Foster Refrigerator pan chiller range is now available. Featuring removable hinged cover and a varying range of pan configurations.,Preparation,Refrigerator +1/+4 C,1060,1140,850,270,,,,,,,,,,,,,1664,832,16/106,16106.jpg,All new Foster Pan Chiller. Holds 9 1/3GN Pans.,807.04,1140mm,850mm,1060mm
XR600H,Xtra by Foster Single Door Refrigerator,XR600H xtra by Foster 600 Litre Upright Refrigerated Cabinet,The Xtra by Foster range offers affordable and reliable entry level refrigeration.,General Storage Refrigeration,Refrigerator +2/+8 C,1985,675,850,600,,,,,,,,,,,,,1552,776,33/101,33101.jpg,Xtra by Foster Single Door Refrigerator,776,675mm,850mm,1985mm
XR600L,Xtra by Foster Single Door Freezer,XR600L xtra by Foster 600 Litre Upright Freezer Cabinet,The Xtra by Foster range offers affordable and reliable entry level refrigeration.,General Storage Freezing,Freezer -18/-21 C,1985,675,850,600,,,,,,,,,,,,,1760,880,33/102,33102.jpg,Xtra by Foster Single Door Freezer,880,675mm,850mm,1985mm
XR1300H,Xtra by Foster Double Door Refrigerator,XR1300H xtra by Foster 1300 Litre Upright Refrigerated Cabinet,The Xtra by Foster range offers affordable and reliable entry level refrigeration.,General Storage Refrigeration,Refrigerator +2/+8 C,1985,1390,850,1300,,,,,,,,,,,,,2388,1194,33/103,33103.jpg,Xtra by Foster Double Door Refrigerator,1194,1390mm,850mm,1985mm
XR1300L,Xtra by Foster Double Door Freezer,XR1300L xtra by Foster 1300 Litre Upright Freezer Cabinet,The Xtra by Foster range offers affordable and reliable entry level refrigeration.,General Storage Freezing,Freezer -18/-21 C,1985,1390,850,1300,,,,,,,,,,,,,2662,1331,33/104,33104.jpg,Xtra by Foster Double Door Freezer,1331,1390mm,850mm,1985mm
XR2H,Xtra by Foster Two Door Refrigerated Counter,XR2H xtra by Foster 1/2 Refrigerated Counter,The Xtra by Foster range offers affordable and reliable entry level refrigeration.,General Storage Refrigeration,Refrigerator +2/+8 C,855,1330,700,280,,,,,,,,,,,,,1904,952,33/105,33105.jpg,Xtra by Foster Two Door Refrigerated Counter,952,1330mm,700mm,855mm
XR3H,Xtra by Foster Three Door Refrigerated Counter,XR3H xtra by Foster 1/3 Refrigerated Counter,The Xtra by Foster range offers affordable and reliable entry level refrigeration.,General Storage Refrigeration,Refrigerator +2/+8 C,855,1775,700,435,,,,,,,,,,,,,2188,1094,33/106,33106.jpg,Xtra by Foster Three Door Refrigerated Counter,1094,1775mm,700mm,855mm
XR10,Xtra by Foster 10kg Capacity Blast Chiller,XR10 xtra by Foster  10Kg Blast Chiller,The Xtra by Foster range offers affordable and reliable entry level refrigeration.,Blast Chilling - Freezing,Blast Chiller,870,755,695,10,,,,,,,,,,,,,3890,1945,33/107,33107.jpg,Xtra by Foster 10kg Capacity Blast Chiller,1945,755mm,695mm,870mm
XR20,Xtra by Foster 20kg Capacity Blast Chiller,XR20 xtra by Foster  20Kg Blast Chiller,The Xtra by Foster range offers affordable and reliable entry level refrigeration.,Blast Chilling - Freezing,Blast Chiller,870,755,695,20,,,,,,,,,,,,,4148,2074,33/108,33108.jpg,Xtra by Foster 20kg Capacity Blast Chiller,2074,755mm,695mm,870mm
XR35,Xtra by Foster 35kg Capacity Blast Chiller,XR35 xtra by Foster  35Kg Blast Chiller,The Xtra by Foster range offers affordable and reliable entry level refrigeration.,Blast Chilling - Freezing,Blast Chiller,1530,755,695,35,,,,,,,,,,,,,5318,2659,33/109,33109.jpg,Xtra by Foster 35kg Capacity Blast Chiller,2659,755mm,695mm,1530mm
XR415H,Xtra by Foster Single Door Slimline Refrigerator,XR415H xtra by Foster Slimline Upright Refrigerated Cabinet,The Xtra by Foster range offers affordable and reliable entry level slimline refrigeration,General Storage Refrigeration,Refrigerator +3/+5 C,1875,600,650,410,,,,,,,,,,,,,1370,685,33/110,33110.jpg,Xtra by Foster Single Door Slimline Refrigerator,685,600mm,650mm,1875mm
XR415G,Xtra by Foster Single Door Slimline Glass Door Refrigerator with light,XR415G xtra by Foster Slimline Upright Refrigerated Cabinet with Glass Door & Light,The Xtra by Foster range offers affordable and reliable entry level slimline refrigeration,General Storage Refrigeration,Refrigerator +3/+5 C,1875,600,650,410,,,,,,,,,,,,,1582,791,33/113,33113.jpg,Xtra by Foster Single Door Slimline Glass Door Refrigerator with light,791,600mm,650mm,1875mm
XR415L,Xtra by Foster Single Door Slimline Freezer,XR415L xtra by Foster Slimline Upright Freezer Cabinet,The Xtra by Foster range offers affordable and reliable entry level slimline refrigeration,General Storage Freezing,Freezer -18/-21 C,1875,600,650,400,,,,,,,,,,,,,1644,822,33/112,33112.jpg,Xtra by Foster Single Door Slimline Freezer,822,600mm,650mm,1875mm
FCF300LX,Foster 300L Chest Freezer,FCF305 300 Litre Chest Freezer,Simple durable storage these robust chest freezers are finished in a white laminate exterior with aluminium interior and a stainless steel lid for increased protection,General Storage Freezing,Freezer -18/-21 C,860,1050,730,331,,,,,,,,,,,,,1072,536,34/104,34104.jpg,Foster 300L Chest Freezer,519.92,1050mm,730mm,860mm
FCF400LX,Foster 400L Chest Freezer,FCF405 300 Litre Chest Freezer,Simple durable storage these robust chest freezers are finished in a white laminate exterior with aluminium interior and a stainless steel lid for increased protection,General Storage Freezing,Freezer -18/-21 C,860,1300,730,427,,,,,,,,,,,,,1200,600,34/105,34105.jpg,Foster 400L Chest Freezer,582,1300mm,730mm,860mm
FCF500LX,Foster 500L Chest Freezer,FCF505 300 Litre Chest Freezer,Simple durable storage these robust chest freezers are finished in a white laminate exterior with aluminium interior and a stainless steel lid for increased protection,General Storage Freezing,Freezer -18/-21 C,860,1500,730,504,,,,,,,,,,,,,1272,636,34/106,34106.jpg,Foster 500L Chest Freezer,616.92,1500mm,730mm,860mm
EP700H,EcoPro G2 600 Litre Upright Marine Spec Refrigerated Cabinet,EP700H EcoPro G2 600 Litre Upright Marine Spec Refrigerated Cabinet,We've revolutionised professional refrigeration... again. Built from the ground up to include over 50 new features and innovations the EcoPro G2 is loaded with new design quality reliability efficiency and performance features.,General Storage Refrigeration,Meat -2/+2 C,2125,700,820,600,"Includes legs, bulkhead brackets, marine shelves and latch handle",,,,,,,,,,,,3790,1895,10/164,10164.jpg,EcoPro G2 600 Litre Upright Marine Spec Refrigerated Cabinet,1838.15,700mm,820mm,2125mm
EP700L,EcoPro G2 600 Litre Upright Marine Spec Freezer Cabinet,EP700L EcoPro G2 600 Litre Upright Marine Spec Freezer Cabinet,We've revolutionised professional refrigeration... again. Built from the ground up to include over 50 new features and innovations the EcoPro G2 is loaded with new design quality reliability efficiency and performance features.,General Storage Freezing,Freezer -18/-21 C,2125,700,820,600,"Includes legs, bulkhead brackets, marine shelves and latch handle",,,,,,,,,,,,4424,2212,10/163,10163.jpg,EcoPro G2 600 Litre Upright Marine Spec Freezer Cabinet,2145.64,700mm,820mm,2125mm
EP700M,EcoPro G2 600 Litre Upright Marine Spec Meat Cabinet,EP700M EcoPro G2 600 Litre Upright Marine Spec Meat Cabinet,We've revolutionised professional refrigeration... again. Built from the ground up to include over 50 new features and innovations the EcoPro G2 is loaded with new design quality reliability efficiency and performance features.,Meat Storage Refrigeration ,Meat -2/+2 C,2125,700,820,600,"Includes legs, bulkhead brackets, marine shelves and latch handle",,,,,,,,,,,,4424,2212,10/164,10164.jpg,EcoPro G2 600 Litre Upright Marine Spec Meat Cabinet,2145.64,700mm,820mm,2125mm
EP1440H,EcoPro G2 1350 Litre Upright Marine Spec Refrigerated Cabinet,EP1400H EcoPro G2 1350 Litre Upright Marine Spec Refrigerated Cabinet,We've revolutionised professional refrigeration... again. Built from the ground up to include over 50 new features and innovations the EcoPro G2 is loaded with new design quality reliability efficiency and performance features.,Gerneral Refrigeration ,Refrigerator +1/+4 C,2123,1440,820,1350,"Includes legs, bulkhead brackets, marine shelves and latch handle",,,,,,,,,,,,5446,2723,10/217,10217.jpg,EcoPro G2 1350 Litre Upright Marine Spec Refrigerated Cabinet,2641.31,1440mm,820mm,2123mm
EP1440L,EcoPro G2 1350 Litre Upright Marine Spec Freezer Cabinet,EP1400L EcoPro G2 1350 Litre Upright Marine Spec Freezer Cabinet,We've revolutionised professional refrigeration... again. Built from the ground up to include over 50 new features and innovations the EcoPro G2 is loaded with new design quality reliability efficiency and performance features.,General Storage Freezing,Refrigerator +1/+4 C,2123,1440,820,1350,"Includes legs, bulkhead brackets, marine shelves and latch handle",,,,,,,,,,,,6118,3059,10/218,10218.jpg,EcoPro G2 1350 Litre Upright Marine Spec Freezer Cabinet,2967.23,1440mm,820mm,2123mm
EP1440M,EcoPro G2 1350 Litre Upright Marine Spec Meat Cabinet,EP1400M EcoPro G2 1350 Litre Upright Marine Spec Meat Cabinet,We've revolutionised professional refrigeration... again. Built from the ground up to include over 50 new features and innovations the EcoPro G2 is loaded with new design quality reliability efficiency and performance features.,Meat Storage Refrigeration ,Wine +10/+12 C,2123,1440,820,1350,"Includes legs, bulkhead brackets, marine shelves and latch handle",,,,,,,,,,,,6118,3059,10/219,10219.jpg,EcoPro G2 1350 Litre Upright Marine Spec Meat Cabinet,2967.23,1440mm,820mm,2123mm
FMPRO900NG,Foster Pro 900 Multideck with Nightblind and Glass  with Multideck Doors,FMPRO900NG 900mm Pro multideck with fully frameless acrylic doors,The Foster Pro is the ultimate large capacity Multideck product. With all the engineering know-how that you’ve come to expect from Foster the Pro range offers ultimate capacity ultimate reliability and ultimate quality.The Pro range achieves remarkable storage through intelligent economical design solutions. With five display levels maximising capacity the Pro is in a league of its own.,Display Refrigeration,M2 Temp +2/+4 C,1960,895,735,,Allow 60mm spacer if product is wall-sited (required for air circulation). Spacers are detachable if product is not to be wall-sited.,Delivery to dealer premises/direct to site on route days free of charge. Delivery and installation to ground floor site as pricedsee UK price list for conditions.,,,,,,,,,,,6348,3174,19/117,19117.jpg,Foster Pro 900 Multideck with Nightblind and Glass  with Multideck Doors,3078.78,895mm,735mm,1960mm
FMPRO1200NG,Foster Pro 1200 Multideck with Nightblind and Glass  with Multideck Doors,FMPRO1200NG 1200mm Pro multideck with fully frameless acrylic doors,The Foster Pro is the ultimate large capacity Multideck product. With all the engineering know-how that you’ve come to expect from Foster the Pro range offers ultimate capacity ultimate reliability and ultimate quality.The Pro range achieves remarkable storage through intelligent economical design solutions. With five display levels maximising capacity the Pro is in a league of its own.,Display Refrigeration,M2 Temp +2/+4 C,1960,1195,735,,Allow 60mm spacer if product is wall-sited (required for air circulation). Spacers are detachable if product is not to be wall-sited.,Delivery to dealer premises/direct to site on route days free of charge. Delivery and installation to ground floor site as pricedsee UK price list for conditions.,,,,,,,,,,,7222,3611,19/118,19118.jpg,Foster Pro 1200 Multideck with Nightblind and Glass  with Multideck Doors,3502.67,1195mm,735mm,1960mm
FMPRO1500NG,Foster Pro 1500 Multideck with Nightblind and Glass  with Multideck Doors,FMPRO1500NG 1500mm Pro multideck with fully frameless acrylic doors,The Foster Pro is the ultimate large capacity Multideck product. With all the engineering know-how that you’ve come to expect from Foster the Pro range offers ultimate capacity ultimate reliability and ultimate quality.The Pro range achieves remarkable storage through intelligent economical design solutions. With five display levels maximising capacity the Pro is in a league of its own.,Display Refrigeration,M2 Temp +2/+4 C,1960,1495,735,,Allow 60mm spacer if product is wall-sited (required for air circulation). Spacers are detachable if product is not to be wall-sited.,Delivery to dealer premises/direct to site on route days free of charge. Delivery and installation to ground floor site as pricedsee UK price list for conditions.,,,,,,,,,,,7748,3874,19/119,19119.jpg,Foster Pro 1500 Multideck with Nightblind and Glass  with Multideck Doors,3757.78,1495mm,735mm,1960mm
FMPRO1800NG,Foster Pro 1800 Multideck with Nightblind and Glass  with Multideck Doors,FMPRO1800NG 1800mm Pro multideck with fully frameless acrylic doors,The Foster Pro is the ultimate large capacity Multideck product. With all the engineering know-how that you’ve come to expect from Foster the Pro range offers ultimate capacity ultimate reliability and ultimate quality.The Pro range achieves remarkable storage through intelligent economical design solutions. With five display levels maximising capacity the Pro is in a league of its own.,Display Refrigeration,M2 Temp +2/+4 C,1960,1795,735,,Allow 60mm spacer if product is wall-sited (required for air circulation). Spacers are detachable if product is not to be wall-sited.,Delivery to dealer premises/direct to site on route days free of charge. Delivery and installation to ground floor site as pricedsee UK price list for conditions.,,,,,,,,,,,9730,4865,19/120,19120.jpg,Foster Pro 1800 Multideck with Nightblind and Glass  with Multideck Doors,4719.05,1795mm,735mm,1960mm
FMSLIM700NG,Foster Slim 700 Multideck with Nightblind and Glass with Multideck Doors,FMSLIM700NG 700mm Slimline multideck with nightblind and glass end panels,The Foster Slimline is a stylish flexible and economical option for outlets where space is at a premium. Easy to clean and maintain this range is admired for its low noise levels all of which makes it ideal for the smaller display area. Key to the range is the oversized display volume courtesy of its extra-large flexible and versatile shelf depths.,Display Refrigeration,M2 Temp +2/+4 C,1780,695,680,,Allow 60mm spacer if product is wall-sited (required for air circulation). Spacers are detachable if product is not to be wall-sited.,Delivery to dealer premises/direct to site on route days free of charge. Delivery and installation to ground floor site as pricedsee UK price list for conditions.,,,,,,,,,,,4340,2170,18/121,18121.jpg,Foster Slim 700 Multideck with Nightblind and Glass with Multideck Doors,2104.9,695mm,680mm,1780mm
FMSLIM900NG,Foster Slim 900 Multideck with Nightblind and Glass with Multideck Doors,FMSLIM900NG 900mm Slimline multideck with nightblind and glass end panels,The Foster Slimline is a stylish flexible and economical option for outlets where space is at a premium. Easy to clean and maintain this range is admired for its low noise levels all of which makes it ideal for the smaller display area.Key to the range is the oversized display volume courtesy of its extra-large flexible and versatile shelf depths.,Display Refrigeration,M2 Temp +2/+4 C,1780,895,680,,Allow 60mm spacer if product is wall-sited (required for air circulation). Spacers are detachable if product is not to be wall-sited.,Delivery to dealer premises/direct to site on route days free of charge. Delivery and installation to ground floor site as pricedsee UK price list for conditions.,,,,,,,,,,,4548,2274,18/122,18122.jpg,Foster Slim 900 Multideck with Nightblind and Glass with Multideck Doors,2205.78,895mm,680mm,1780mm
FMSLIM1200NG,Foster Slim 1200 Multideck with Nightblind and Glass with Multideck Doors,FMSLIM1200NG 1200mm Slimline multideck with nightblind and glass end panels,The Foster Slimline is a stylish flexible and economical option for outlets where space is at a premium. Easy to clean and maintain this range is admired for its low noise levels all of which makes it ideal for the smaller display area.Key to the range is the oversized display volume courtesy of its extra-large flexible and versatile shelf depths.,Display Refrigeration,M2 Temp +2/+4 C,1780,1195,680,,Allow 60mm spacer if product is wall-sited (required for air circulation). Spacers are detachable if product is not to be wall-sited.,Delivery to dealer premises/direct to site on route days free of charge. Delivery and installation to ground floor site as pricedsee UK price list for conditions.,,,,,,,,,,,5294,2647,18/123,18123.jpg,Foster Slim 1200 Multideck with Nightblind and Glass with Multideck Doors,2567.59,1195mm,680mm,1780mm
FMSLIM1500NG,Foster Slim 1500 Multideck with Nightblind and Glass with Multideck Doors,FMSLIM1500NG 1500mm Slimline multideck with nightblind and glass end panels,The Foster Slimline is a stylish flexible and economical option for outlets where space is at a premium. Easy to clean and maintain this range is admired for its low noise levels all of which makes it ideal for the smaller display area.Key to the range is the oversized display volume courtesy of its extra-large flexible and versatile shelf depths.,Display Refrigeration,M2 Temp +2/+4 C,1780,1495,680,,Allow 60mm spacer if product is wall-sited (required for air circulation). Spacers are detachable if product is not to be wall-sited.,Delivery to dealer premises/direct to site on route days free of charge. Delivery and installation to ground floor site as pricedsee UK price list for conditions.,,,,,,,,,,,5678,2839,18/124,18124.jpg,Foster Slim 1500 Multideck with Nightblind and Glass with Multideck Doors,2753.83,1495mm,680mm,1780mm
FMSLIM1800NG,Foster Slim 1800 Multideck with Nightblind and Glass with Multideck Doors,FMSLIM1800NG 1800mm Slimline multideck with nightblind and glass end panels,The Foster Slimline is a stylish flexible and economical option for outlets where space is at a premium. Easy to clean and maintain this range is admired for its low noise levels all of which makes it ideal for the smaller display area.Key to the range is the oversized display volume courtesy of its extra-large flexible and versatile shelf depths.,Display Refrigeration,M2 Temp +2/+4 C,1780,1795,680,,Allow 60mm spacer if product is wall-sited (required for air circulation). Spacers are detachable if product is not to be wall-sited.,Delivery to dealer premises/direct to site on route days free of charge. Delivery and installation to ground floor site as pricedsee UK price list for conditions.,,,,,,,,,,,6742,3371,18/125,18125.jpg,Foster Slim 1800 Multideck with Nightblind and Glass with Multideck Doors,3269.87,1795mm,680mm,1780mm
