Product Code,Generic Product Type,Product Group,Catalogue Description,Additional Description,Product Type,Related Products,Gas or Electric,Power/Load,Height (mm),Width (mm),Depth (mm),Web USPs,Spec Sheet Code,UK (Jan 16),Weight (kg),Image Code,product_type_id,product_range_id,Width Feature,Depth Feature,Height Feature,Nett Price
P8P3,Foodservice Equipment,Panther,800 Series Hot Cupboard - Plain Top,,Hot Cupboards with Plain Tops,PS3A1 PS3A2 PS3A3 PS3H1 PS3H2 PS3H3 PTS3 PDL PCG PPB8,electric,1.5,900,1125,800,* Choice of static and mobile verions<br>* Fan assisted hot cupboard provides even heat distribution fast heat up and recovery times and lower energy usage<br>* Supplied with two heavy duty multi-section chrome plated rod shelves capable of taking the heaviest loads<br>* Four shelf positions allow adjustment to meet individual needs<br>* Accurate digital electronic control of the hot cupboard temperature adjustable between 20 and 99 degrees C ensures compliance with food hygiene regulations<br>* Double skinned construction provides efficient heat retention and a cool to touch exterior - safe and energy efficient<br>* Removable doors and shelves allow access to the fully stainless steel interior for easy cleaning<br>* Easy-fit robust push bar supplied with mobile units can be fitted to either end of the hot cupboard<br>* Streamline design allows units to be suited together and sit flush against walls<br>* Multi-panel base construction provides extra rigidity,800 Series Plain top,1561,92,P8P3.jpg,233,235,1125mm,800mm,900mm,897.575
P8P4,Foodservice Equipment,Panther,800 Series Hot Cupboard - Plain Top,,Hot Cupboards with Plain Tops,PS4A1 PS4A2 PS4A3 PS4H1 PS4H2 PS4H3 PTS4 PDL PCG PPB8,electric,2.5,900,1450,800,* Choice of static and mobile verions<br>* Fan assisted hot cupboard provides even heat distribution fast heat up and recovery times and lower energy usage<br>* Supplied with two heavy duty multi-section chrome plated rod shelves capable of taking the heaviest loads<br>* Four shelf positions allow adjustment to meet individual needs<br>* Accurate digital electronic control of the hot cupboard temperature adjustable between 20 and 99 degrees C ensures compliance with food hygiene regulations<br>* Double skinned construction provides efficient heat retention and a cool to touch exterior - safe and energy efficient<br>* Removable doors and shelves allow access to the fully stainless steel interior for easy cleaning<br>* Easy-fit robust push bar supplied with mobile units can be fitted to either end of the hot cupboard<br>* Streamline design allows units to be suited together and sit flush against walls<br>* Multi-panel base construction provides extra rigidity,800 Series Plain top,1803,114,P8P4.jpg,233,235,1450mm,800mm,900mm,1036.725
P8P5,Foodservice Equipment,Panther,800 Series Hot Cupboard - Plain Top,,Hot Cupboards with Plain Tops,PS5A1 PS5A2 PS5A3 PS5H1 PS5H2 PS5H3 PTS5 PDL PCG PPB8,electric,2.5,900,1775,800,* Choice of static and mobile verions<br>* Fan assisted hot cupboard provides even heat distribution fast heat up and recovery times and lower energy usage<br>* Supplied with two heavy duty multi-section chrome plated rod shelves capable of taking the heaviest loads<br>* Four shelf positions allow adjustment to meet individual needs<br>* Accurate digital electronic control of the hot cupboard temperature adjustable between 20 and 99 degrees C ensures compliance with food hygiene regulations<br>* Double skinned construction provides efficient heat retention and a cool to touch exterior - safe and energy efficient<br>* Removable doors and shelves allow access to the fully stainless steel interior for easy cleaning<br>* Easy-fit robust push bar supplied with mobile units can be fitted to either end of the hot cupboard<br>* Streamline design allows units to be suited together and sit flush against walls<br>* Multi-panel base construction provides extra rigidity,800 Series Plain top,2019,136,P8P5.jpg,233,235,1775mm,800mm,900mm,1160.925
OE7210,Cooking Equipment,Opus 700,Clam griddle,Steel plate - Dual Zone,Clam Griddles,OA7956 OA7921 OA7960 TFS01,electric,17.2 kW,544,800,737,*Precise thermostatic temperature control for consistent results and economical operation <br>*Independently controlled cooking zones for greater flexibility and economy during quieter periods <br>*Digital timer on each clam plate ensures repeatable results <br>*Large fat collection drawer means uninterrupted cooking <br>*Wide fat drainage hole for ease of operation and cleaning <br>*PTFE non-stick sheets on each clam plate <br>*15mm stainless steel griddle plate for easy cleaning <br>*12mm hard anodised aluminium clam plate provides even heat distribution <br>*Clam top automatically adjusts to suit the thickness of the food being cooked,OPUSELECCLAM,7936,145,OE7210.jpg,254,253,800mm,737mm,544mm,4563.2
OE7211,Cooking Equipment,Opus 700,Clam griddle,Steel plate,Clam Griddles,OA7956 OA7921 OA7960 TFS01,electric,8.6 kW,544,400,737,*Precise thermostatic temperature control for consistent results and economical operation <br>*Independently controlled cooking zones for greater flexibility and economy during quieter periods <br>*Digital timer on each clam plate ensures repeatable results <br>*Large fat collection drawer means uninterrupted cooking <br>*Wide fat drainage hole for ease of operation and cleaning <br>*PTFE non-stick sheets on each clam plate <br>*15mm stainless steel griddle plate for easy cleaning <br>*12mm hard anodised aluminium clam plate provides even heat distribution <br>*Clam top automatically adjusts to suit the thickness of the food being cooked,OPUSELECCLAM,5029,73,OE7211.jpg,254,253,400mm,737mm,544mm,2891.675
OA7956,Accessories & Options,Accessories & Options,Floor stand,For model OE7210,Accessory - Other,OE7210,,,670,,,,,472,,,40,206,,,670mm,271.4
LPP35,Vegetable Equipment,Vegetable Preparation Equipment,Compact Potato Peeler,,Compact Potato Peelers,,electric,0.18 kW,425,650,380,* Small footprint and quiet operation - ideal for smaller kitchens<br>* Robust stainless steel and cast aluminium construction<br>* Interchangeable peeling chambers for easy change of capacity<br>* Heavy duty belt and pulley drive<br>* Corrosion-proof cast aluminium peeling plate<br>* Safety interlock on cylinder<br>* WRAS approved Class A air-break with brass spray nozzle<br>* Easy to use manual timer<br>* Non-handed controls<br>* Maximum capacity - 3.5kg<br>* 35kg output/hour,,1379,31,LPP35.jpg,250,245,650mm,380mm,425mm,792.925
LPP70,Vegetable Equipment,Vegetable Preparation Equipment,Compact Potato Peeler,,Compact Potato Peelers,,electric,0.18 kW,500,650,380,* Small footprint and quiet operation - ideal for smaller kitchens<br>* Robust stainless steel and cast aluminium construction<br>* Interchangeable peeling chambers for easy change of capacity<br>* Heavy duty belt and pulley drive<br>* Corrosion-proof cast aluminium peeling plate<br>* Safety interlock on cylinder<br>* WRAS approved Class A air-break with brass spray nozzle<br>* Easy to use manual timer<br>* Non-handed controls<br>* Maximum capacity - 7kg<br>* 50kg output/hour,,1677,33,LPP70.jpg,250,245,650mm,380mm,500mm,964.275
LPP120H,Vegetable Equipment,Vegetable Preparation Equipment,Upright Potato Peeler,,Upright Potato Peeler,,electric,0.37kW,1400,530,624,* Upright design - ideal for medium and large scale operations<br>* Robust stainless steel and cast alloy construction<br>* Hygienic and easy to clean<br>* Quiet unobstructive operation<br>* Corrosion-proof peeling plate<br>* Reversible corrosion-proof liners<br>* Dual position for waste outlet<br>* WRAS approved Class A air-break with brass spray nozzle<br>* Maximum capacity - 12kg<br>* 120kg output/hour,,3090,64,LPP120.jpg,251,245,530mm,624mm,1400mm,1776.75
P8P6,Foodservice Equipment,Panther,800 Series Hot Cupboard - Plain Top,,Hot Cupboards with Plain Tops,PS6A1 PS6A2 PS6A3 PS6H1 PS6H2 PS6H3 PTS6 PDL PCG PPB8,electric,2.5,900,2100,800,* Choice of static and mobile verions<br>* Fan assisted hot cupboard provides even heat distribution fast heat up and recovery times and lower energy usage<br>* Supplied with two heavy duty multi-section chrome plated rod shelves capable of taking the heaviest loads<br>* Four shelf positions allow adjustment to meet individual needs<br>* Accurate digital electronic control of the hot cupboard temperature adjustable between 20 and 99 degrees C ensures compliance with food hygiene regulations<br>* Double skinned construction provides efficient heat retention and a cool to touch exterior - safe and energy efficient<br>* Removable doors and shelves allow access to the fully stainless steel interior for easy cleaning<br>* Easy-fit robust push bar supplied with mobile units can be fitted to either end of the hot cupboard<br>* Streamline design allows units to be suited together and sit flush against walls<br>* Multi-panel base construction provides extra rigidity,800 Series Plain top,2239,158,P8P6.jpg,233,235,2100mm,800mm,900mm,1287.425
P8P3PT,Foodservice Equipment,Panther,800 Series Hot Cupboard - Plain Top,Pass Through Model,Hot Cupboards with Plain Tops,PS3A1 PS3A2 PS3A3 PS3H1 PS3H2 PS3H3 PDL PCG PPB8,electric,1.5,900,1125,800,* Choice of static and mobile verions<br>* Pass through model with removable sliding doors to both sides provide enhanced workflow efficiencie<br>* Fan assisted hot cupboard provides even heat distribution fast heat up and recovery times and lower energy usage<br>* Supplied with two heavy duty multi-section chrome plated rod shelves capable of taking the heaviest loads<br>* Four shelf positions allow adjustment to meet individual needs<br>* Accurate digital electronic control of the hot cupboard temperature adjustable between 20 and 99 degrees C ensures compliance with food hygiene regulations<br>* Double skinned construction provides efficient heat retention and a cool to touch exterior - safe and energy efficient<br>* Removable doors and shelves allow access to the fully stainless steel interior for easy cleaning<br>* Easy-fit robust push bar supplied with mobile units can be fitted to either end of the hot cupboard<br>* Streamline design allows units to be suited together and sit flush against walls<br>* Multi-panel base construction provides extra rigidity,800 Series Plain top,1879,94,P8P3.jpg,234,235,1125mm,800mm,900mm,1080.425
P8P4PT,Foodservice Equipment,Panther,800 Series Hot Cupboard - Plain Top,Pass Through Model,Hot Cupboards with Plain Tops,PS4A1 PS4A2 PS4A3 PS4H1 PS4H2 PS4H3 PDL PCG PPB8,electric,2.5,900,1450,800,* Choice of static and mobile verions<br>* Pass through model with removable sliding doors to both sides provide enhanced workflow efficiencie<br>* Fan assisted hot cupboard provides even heat distribution fast heat up and recovery times and lower energy usage<br>* Supplied with two heavy duty multi-section chrome plated rod shelves capable of taking the heaviest loads<br>* Four shelf positions allow adjustment to meet individual needs<br>* Accurate digital electronic control of the hot cupboard temperature adjustable between 20 and 99 degrees C ensures compliance with food hygiene regulations<br>* Double skinned construction provides efficient heat retention and a cool to touch exterior - safe and energy efficient<br>* Removable doors and shelves allow access to the fully stainless steel interior for easy cleaning<br>* Easy-fit robust push bar supplied with mobile units can be fitted to either end of the hot cupboard<br>* Streamline design allows units to be suited together and sit flush against walls<br>* Multi-panel base construction provides extra rigidity,800 Series Plain top,2153,116,P8P4.jpg,234,235,1450mm,800mm,900mm,1237.975
P6B3,Foodservice Equipment,Panther,670 Series Hot Cupboard - Bain Marie Top,,Hot Cupboards with Bain Marie Tops,P63BLUE P63RED P63GREEN P63YELLOW PG3A PG3H PTS3 PDL PCG PPB6 CP16 PHTC PHTG,electric,2.8,900,1125,670,* Choice of static and mobile verions<br>* Units available to take 3 x 1/1 GN containers up to 150mm deep<br>* Fully 1/1 GN compatible hot cupboard for operational efficiency<br>* Fan assisted hot cupboard provides even heat distribution fast heat up and recovery times and lower energy usage<br>* Supplied with two heavy duty multi-section chrome plated rod shelves capable of taking the heaviest loads<br>* Four shelf positions allow adjustment to meet individual needs<br>* Accurate digital electronic control of the hot cupboard temperature adjustable between 20 and 99 degrees C ensures compliance with food hygiene regulations<br>* Thermostatically controlled bain marie top can be operated with wet or dry heat<br>* Upturned rim of bain marie well allows easy removal of gastronorm containers<br>* Drain tap located inside the hot cupboard allows fast and easy draining<br>* Easy to clean flat bottom tank of bain marie section<br>* Double skinned construction provides efficient heat retention and a cool to touch exterior - safe and energy efficient<br>* 670mm depth allows access through narrow door openings<br>* Removable doors and shelves allow access to the fully stainless steel interior for easy cleaning<br>* Easy-fit robust push bar supplied with mobile units can be fitted to either end of the hot cupboard<br>* Streamline design allows units to be suited together and sit flush against walls<br>* Multi-panel base construction provides extra rigidity,670 Series Bain Marie top,1798,95,P6B3.jpg,231,236,1125mm,670mm,900mm,1033.85
P6B4,Foodservice Equipment,Panther,670 Series Hot Cupboard - Bain Marie Top,,Hot Cupboards with Bain Marie Tops,P64BLUE P64RED P64GREEN P64YELLOW PG4A PG4H PTS4 PDL PCG PPB6 CP16 PHTC PHTG,electric,4.9,900,1450,670,* Choice of static and mobile verions<br>* Units available to take 4 x 1/1 GN containers up to 150mm deep<br>* Fully 1/1 GN compatible hot cupboard for operational efficiency<br>* Fan assisted hot cupboard provides even heat distribution fast heat up and recovery times and lower energy usgae<br>* Supplied with two heavy duty multi-section chrome plated rod shelves capable of taking the heaviest loads<br>* Four shelf positions allow adjustment to meet individual needs<br>* Accurate digital electronic control of the hot cupboard temperature adjustable between 20 and 99 degrees C ensures compliance with food hygiene regulations<br>* Thermostatically controlled bain marie top can be operated with wet or dry heat<br>* Upturned rim of bain marie well allows easy removal of gastronorm containers<br>* Drain tap located inside the hot cupboard allows fast and easy draining<br>* Easy to clean flat bottom tank of bain marie section<br>* Double skinned construction provides efficient heat retention and a cool to touch exterior - safe and energy efficient<br>* 670mm depth allows access through narrow door openings<br>* Removable doors and shelves allow access to the fully stainless steel interior for easy cleaning<br>* Easy-fit robust push bar supplied with mobile units can be fitted to either end of the hot cupboard<br>* Streamline design allows units to be suited together and sit flush against walls<br>* Multi-panel base construction provides extra rigidity,670 Series Bain Marie top,2056,116,P6B4.jpg,231,236,1450mm,670mm,900mm,1182.2
P6B5,Foodservice Equipment,Panther,670 Series Hot Cupboard - Bain Marie Top,,Hot Cupboards with Bain Marie Tops,P65BLUE P65RED P65GREEN P65YELLOW PG5A PG5H PTS5 PDL PCG PPB6 CP16 PHTC PHTG,electric,5.2,900,1775,670,* Choice of static and mobile verions<br>* Units available to take 5 x 1/1 GN containers up to 150mm deep<br>* Fully 1/1 GN compatible hot cupboard for operational efficiency<br>* Fan assisted hot cupboard provides even heat distribution fast heat up and recovery times and lower energy usage<br>* Supplied with two heavy duty multi-section chrome plated rod shelves capable of taking the heaviest loads<br>* Four shelf positions allow adjustment to meet individual needs<br>* Accurate digital electronic control of the hot cupboard temperature adjustable between 20 and 99 degrees C ensures compliance with food hygiene regulations<br>* Thermostatically controlled bain marie top can be operated with wet or dry heat<br>* Upturned rim of bain marie well allows easy removal of gastronorm containers<br>* Drain tap located inside the hot cupboard allows fast and easy draining<br>* Easy to clean flat bottom tank of bain marie section<br>* Double skinned construction provides efficient heat retention and a cool to touch exterior - safe and energy efficient<br>* 670mm depth allows access through narrow door openings<br>* Removable doors and shelves allow access to the fully stainless steel interior for easy cleaning<br>* Easy-fit robust push bar supplied with mobile units can be fitted to either end of the hot cupboard<br>* Streamline design allows units to be suited together and sit flush against walls<br>* Multi-panel base construction provides extra rigidity,670 Series Bain Marie top,2272,136,P6B5.jpg,231,236,1775mm,670mm,900mm,1306.4
P6P2,Foodservice Equipment,Panther,670 Series Hot Cupboard - Plain Top,,Hot Cupboards with Plain Tops,P62BLUE P62RED P62GREEN P62YELLOW PG2A PG2H PTS2 PDL PCG PPB6,electric,1.5,900,900,670,* Choice of static and mobile verions<br>* Fan assisted hot cupboard provides even heat distribution fast heat up and recovery times and lower energy usgae<br>* Supplied with two heavy duty multi-section chrome plated rod shelves capable of taking the heaviest loads<br>* Four shelf positions allow adjustment to meet individual needs<br>* Accurate digital electronic control of the hot cupboard temperature adjustable between 20 and 99 degrees C ensures compliance with food hygiene regulations<br>* Double skinned construction provides efficient heat retention and a cool to touch exterior - safe and energy efficient<br>* 670mm depth allows access through narrow door openings<br>* Removable doors and shelves allow access to the fully stainless steel interior for easy cleaning<br>* Easy-fit robust push bar supplied with mobile units can be fitted to either end of the hot cupboard<br>* Streamline design allows units to be suited together and sit flush against walls<br>* Multi-panel base construction provides extra rigidity,670 Series Plain Top,1173,36,P6P2.jpg,233,236,900mm,670mm,900mm,674.475
P6P3,Foodservice Equipment,Panther,670 Series Hot Cupboard - Plain Top,,Hot Cupboards with Plain Tops,P63BLUE P63RED P63GREEN P63YELLOW PG3A PG3H PTS3 PDL PCG PPB6,electric,1.5,900,1125,670,* Choice of static and mobile verions<br>* Fan assisted hot cupboard provides even heat distribution fast heat up and recovery times and lower energy usgae<br>* Supplied with two heavy duty multi-section chrome plated rod shelves capable of taking the heaviest loads<br>* Four shelf positions allow adjustment to meet individual needs<br>* Accurate digital electronic control of the hot cupboard temperature adjustable between 20 and 99 degrees C ensures compliance with food hygiene regulations<br>* Double skinned construction provides efficient heat retention and a cool to touch exterior - safe and energy efficient<br>* 670mm depth allows access through narrow door openings<br>* Removable doors and shelves allow access to the fully stainless steel interior for easy cleaning<br>* Easy-fit robust push bar supplied with mobile units can be fitted to either end of the hot cupboard<br>* Streamline design allows units to be suited together and sit flush against walls<br>* Multi-panel base construction provides extra rigidity,670 Series Plain Top,1389,48,P6P3.jpg,233,236,1125mm,670mm,900mm,798.675
P6P4,Foodservice Equipment,Panther,670 Series Hot Cupboard - Plain Top,,Hot Cupboards with Plain Tops,P64BLUE P64RED P64GREEN P64YELLOW PG4A PG4H PTS4 PDL PCG PPB6,electric,2.5,900,1450,670,* Choice of static and mobile verions<br>* Fan assisted hot cupboard provides even heat distribution fast heat up and recovery times and lower energy usgae<br>* Supplied with two heavy duty multi-section chrome plated rod shelves capable of taking the heaviest loads<br>* Four shelf positions allow adjustment to meet individual needs<br>* Accurate digital electronic control of the hot cupboard temperature adjustable between 20 and 99 degrees C ensures compliance with food hygiene regulations<br>* Double skinned construction provides efficient heat retention and a cool to touch exterior - safe and energy efficient<br>* 670mm depth allows access through narrow door openings<br>* Removable doors and shelves allow access to the fully stainless steel interior for easy cleaning<br>* Easy-fit robust push bar supplied with mobile units can be fitted to either end of the hot cupboard<br>* Streamline design allows units to be suited together and sit flush against walls<br>* Multi-panel base construction provides extra rigidity,670 Series Plain Top,1583,60,P6P4.jpg,233,236,1450mm,670mm,900mm,910.225
P6P5,Foodservice Equipment,Panther,670 Series Hot Cupboard - Plain Top,,Hot Cupboards with Plain Tops,P65BLUE P65RED P65GREEN P65YELLOW PG5A PG5H PTS5 PDL PCG PPB6,electric,2.5,900,1775,670,* Choice of static and mobile verions<br>* Fan assisted hot cupboard provides even heat distribution fast heat up and recovery times and lower energy usage<br>* Supplied with two heavy duty multi-section chrome plated rod shelves capable of taking the heaviest loads<br>* Four shelf positions allow adjustment to meet individual needs<br>* Accurate digital electronic control of the hot cupboard temperature adjustable between 20 and 99 degrees C ensures compliance with food hygiene regulations<br>* Double skinned construction provides efficient heat retention and a cool to touch exterior - safe and energy efficient<br>* 670mm depth allows access through narrow door openings<br>* Removable doors and shelves allow access to the fully stainless steel interior for easy cleaning<br>* Easy-fit robust push bar supplied with mobile units can be fitted to either end of the hot cupboard<br>* Streamline design allows units to be suited together and sit flush against walls<br>* Multi-panel base construction provides extra rigidity,670 Series Plain Top,1766,72,P6P5.jpg,233,236,1775mm,670mm,900mm,1015.45
PS3A1,Accessories & Options,Accessories & Options,Single Tier Ambient Overshelf for 3GN hot cupboards,,Accessory - Other,P6B3 P6P3 P8B3 P8P3 P8B3PT P8P3PT,,,325,1125,320,,,383,7,P8B5 plus PS85H1.jpg,239,238,1125mm,320mm,325mm,220.225
PS4A1,Accessories & Options,Accessories & Options,Single Tier Ambient Overshelf for 4GN hot cupboards,,Accessory - Other,P6B4 P6P4 P8B4 P8P4 P8B4PT P8P4PT,,,325,1450,320,,,393,9,P8B5 plus PS85H1.jpg,239,238,1450mm,320mm,325mm,225.975
PS5A1,Accessories & Options,Accessories & Options,Single Tier Heated Overshelf for 5GN hot cupboards,,Accessory - Other,P6B5 P6P5 P8B5 P8P5 P8B5PT P8P5PT,,,325,1775,320,,,404,11,P8B5 plus PS85H1.jpg,239,238,1775mm,320mm,325mm,232.3
PS6A1,Accessories & Options,Accessories & Options,Single Tier Ambient Overshelf for 6GN hot cupboards,,Accessory - Other,P8B6 P8P6 P8B6PT P8P6PT,,,325,2100,320,,,415,13,P8B5 plus PS85H1.jpg,239,238,2100mm,320mm,325mm,238.625
PS3A2,Accessories & Options,Accessories & Options,Two Tier Ambient Overshelf for 3GN hot cupboards,,Accessory - Other,P6B3 P6P3 P8B3 P8P3 P8B3PT P8P3PT,,,615,1125,320,,,614,14,P8B5 plus PS85H1.jpg,239,238,1125mm,320mm,615mm,353.05
PS4A2,Accessories & Options,Accessories & Options,Two Tier Ambient Overshelf for 4GN hot cupboards,,Accessory - Other,P6B4 P6P4 P8B4 P8P4 P8B4PT P8P4PT,,,615,1450,320,,,630,18,P8B5 plus PS85H1.jpg,239,238,1450mm,320mm,615mm,362.25
PS5A2,Accessories & Options,Accessories & Options,Two Tier Ambient Overshelf for 5GN hot cupboards,,Accessory - Other,P6B5 P6P5 P8B5 P8P5 P8B5PT P8P5PT,,,615,1775,320,,,646,22,P8B5 plus PS85H1.jpg,239,238,1775mm,320mm,615mm,371.45
PS6A2,Accessories & Options,Accessories & Options,Two Tier Ambient Overshelf for 6GN hot cupboards,,Accessory - Other,P8B6 P8P6 P8B6PT P8P6PT,,,615,2100,320,,,662,26,P8B5 plus PS85H1.jpg,239,238,2100mm,320mm,615mm,380.65
PS3A3,Accessories & Options,Accessories & Options,Three Tier Ambient Overshelf for 3GN hot cupboards,,Accessory - Other,P6B3 P6P3 P8B3 P8P3 P8B3PT P8P3PT,,,905,1125,320,,,861,21,P8B5 plus PS85H1.jpg,239,238,1125mm,320mm,905mm,495.075
PS4A3,Accessories & Options,Accessories & Options,Three Tier Ambient Overshelf for 4GN hot cupboards,,Accessory - Other,P6B4 P6P4 P8B4 P8P4 P8B4PT P8P4PT,,,905,1450,320,,,884,27,P8B5 plus PS85H1.jpg,239,238,1450mm,320mm,905mm,508.3
PS5A3,Accessories & Options,Accessories & Options,Three Tier Ambient Overshelf for 5GN hot cupboards,,Accessory - Other,P6B5 P6P5 P8B5 P8P5 P8B5PT P8P5PT,,,905,1775,320,,,905,33,P8B5 plus PS85H1.jpg,239,238,1775mm,320mm,905mm,520.375
PS6A3,Accessories & Options,Accessories & Options,Three Tier Ambient Overshelf for 6GN hot cupboards,,Accessory - Other,P8B6 P8P6 P8B6PT P8P6PT,,,905,2100,320,,,927,39,P8B5 plus PS85H1.jpg,239,238,2100mm,320mm,905mm,533.025
PS3H1,Accessories & Options,Accessories & Options,Single Tier Heated Overshelf for 3GN hot cupboards,,Accessory - Other,P6B3 P6P3 P8B3 P8P3 P8B3PT P8P3PT,electric,0.6,325,1125,320,,,727,10,P8B5 plus PS85H1.jpg,239,238,1125mm,320mm,325mm,418.025
PS4H1,Accessories & Options,Accessories & Options,Single Tier Heated Overshelf for 4GN hot cupboards,,Accessory - Other,P6B4 P6P4 P8B4 P8P4 P8B4PT P8P4PT,electric,0.8,325,1450,320,,,824,13,P8B5 plus PS85H1.jpg,239,238,1450mm,320mm,325mm,473.8
OG7403/N,Cooking Equipment,Opus 700,Chargrill,,Chargrills,OA7952,gas,28.7 kW,450,1200,737,*Powerful highly efficient infra-red ceramic plaque burners for fast cooking and significant energy savings<br>*Extremely fast heat up saves time and moneyHeat zones individually controlled for maximum versatility<br>*Burners can be turned to standby during quieter periods to save energy<br>*Reversible design of branding grids form uninterrupted cookingUnique design of radiants delivers the ideal amount of flaring for that delicious chargrilled taste<br>*Large cooking area for maximum output<br>*Sturdy one piece stainless steel splashguard removable for easy cleaning<br>*Convenient large debris collection drawers can be filled with water to ease cleaning,OPUSGASCHAR,3820,116,OG7403.jpg,51,138,1200mm,737mm,450mm,2196.5
OG7403/P,Cooking Equipment,Opus 700,Chargrill,,Chargrills,OA7952,gas,28 kW,450,1200,737,*Powerful highly efficient infra-red ceramic plaque burners for fast cooking and significant energy savings<br>*Extremely fast heat up saves time and moneyHeat zones individually controlled for maximum versatility<br>*Burners can be turned to standby during quieter periods to save energy<br>*Reversible design of branding grids form uninterrupted cookingUnique design of radiants delivers the ideal amount of flaring for that delicious chargrilled taste<br>*Large cooking area for maximum output<br>*Sturdy one piece stainless steel splashguard removable for easy cleaning<br>*Convenient large debris collection drawers can be filled with water to ease cleaning,OPUSGASCHAR,3820,116,OG7403.jpg,51,138,1200mm,737mm,450mm,2196.5
OG7404/N,Cooking Equipment,Opus 700,Chargrill,,Chargrills,OA7953,gas,36.9 kW,450,1500,737,*Powerful highly efficient infra-red ceramic plaque burners for fast cooking and significant energy savings<br>*Extremely fast heat up saves time and moneyHeat zones individually controlled for maximum versatility<br>*Burners can be turned to standby during quieter periods to save energy<br>*Reversible design of branding grids form uninterrupted cookingUnique design of radiants delivers the ideal amount of flaring for that delicious chargrilled taste<br>*Large cooking area for maximum output<br>*Sturdy one piece stainless steel splashguard removable for easy cleaning<br>*Convenient large debris collection drawers can be filled with water to ease cleaning,OPUSGASCHAR,4667,146,OG7404.jpg,51,138,1500mm,737mm,450mm,2683.525
PS5H1,Accessories & Options,Accessories & Options,Single Tier Heated Overshelf for 5GN hot cupboards,,Accessory - Other,P6B5 P6P5 P8B5 P8P5 P8B5PT P8P5PT,electric,1,325,1775,320,,,905,16,P8B5 plus PS85H1.jpg,239,238,1775mm,320mm,325mm,520.375
PS6H1,Accessories & Options,Accessories & Options,Single Tier Heated Overshelf for 6GN hot cupboards,,Accessory - Other,P8B6 P8P6 P8B6PT P8P6PT,electric,1.2,325,2100,320,,,1001,19,P8B5 plus PS85H1.jpg,239,238,2100mm,320mm,325mm,575.575
PS3H2,Accessories & Options,Accessories & Options,Two Tier Heated Overshelf for 3GN hot cupboards,,Accessory - Other,P6B3 P6P3 P8B3 P8P3 P8B3PT P8P3PT,electric,1.2,615,1125,320,,,1244,20,P8B5 plus PS85H1.jpg,239,238,1125mm,320mm,615mm,715.3
PS4H2,Accessories & Options,Accessories & Options,Two Tier Heated Overshelf for 4GN hot cupboards,,Accessory - Other,P6B4 P6P4 P8B4 P8P4 P8B4PT P8P4PT,electric,1.6,615,1450,320,,,1421,26,P8B5 plus PS85H1.jpg,239,238,1450mm,320mm,615mm,817.075
PS5H2,Accessories & Options,Accessories & Options,Two Tier Heated Overshelf for 5GN hot cupboards,,Accessory - Other,P6B5 P6P5 P8B5 P8P5 P8B5PT P8P5PT,electric,2,615,1775,320,,,1604,32,P8B5 plus PS85H1.jpg,239,238,1775mm,320mm,615mm,922.3
PS6H2,Accessories & Options,Accessories & Options,Two Tier Heated Overshelf for 6GN hot cupboards,,Accessory - Other,P8B6 P8P6 P8B6PT P8P6PT,electric,2.4,615,2100,320,,,1793,38,P8B5 plus PS85H1.jpg,239,238,2100mm,320mm,615mm,1030.975
PS3H3,Accessories & Options,Accessories & Options,Three Tier Heated Overshelf for 3GN hot cupboards,,Accessory - Other,P6B3 P6P3 P8B3 P8P3 P8B3PT P8P3PT,electric,1.8,905,1125,320,,,1771,27,P8B5 plus PS85H1.jpg,239,238,1125mm,320mm,905mm,1018.325
PS4H3,Accessories & Options,Accessories & Options,Three Tier Heated Overshelf for 4GN hot cupboards,,Accessory - Other,P6B4 P6P4 P8B4 P8P4 P8B4PT P8P4PT,electric,2.4,905,1450,320,,,2034,35,P8B5 plus PS85H1.jpg,239,238,1450mm,320mm,905mm,1169.55
PS5H3,Accessories & Options,Accessories & Options,Three Tier Heated Overshelf for 5GN hot cupboards,,Accessory - Other,P6B5 P6P5 P8B5 P8P5 P8B5PT P8P5PT,electric,3,905,1775,320,,,2315,48,P8B5 plus PS85H1.jpg,239,238,1775mm,320mm,905mm,1331.125
PS6H3,Accessories & Options,Accessories & Options,Three Tier Heated Overshelf for 6GN hot cupboards,,Accessory - Other,P8B6 P8P6 P8B6PT P8P6PT,electric,3.6,905,2100,320,,,2594,57,P8B5 plus PS85H1.jpg,239,238,2100mm,320mm,905mm,1491.55
PG2A,Accessories & Options,Accessories & Options,Ambient Gantry for 2GN hot cupboards,,Accessory - Other,P6B2 P6P2,,,520,900,460,,,464,9,PG64H 2.jpg,239,238,900mm,460mm,520mm,266.8
PG3A,Accessories & Options,Accessories & Options,Ambient Gantry for 3GN hot cupboards,,Accessory - Other,P6B3 P6P3 P8B3 P8P3 P8B3PT P8P3PT,,,520,1125,460,,,507,12,PG64H 2.jpg,239,238,1125mm,460mm,520mm,291.525
PG4A,Accessories & Options,Accessories & Options,Ambient Gantry for 4GN hot cupboards,,Accessory - Other,P6B4 P6P4 P8B4 P8P4 P8B4PT P8P4PT,,,520,1450,460,,,544,16,PG64H 2.jpg,239,238,1450mm,460mm,520mm,312.8
PG5A,Accessories & Options,Accessories & Options,Ambient Gantry 5GN hot cupboards,,Accessory - Other,P6B5 P6P5 P8B5 P8P5 P8B5PT P8P5PT,,,520,1775,460,,,587,20,PG64H 2.jpg,239,238,1775mm,460mm,520mm,337.525
